id	Definition
PWN:muslim.n.01	pengikut Islam
PWN:mustache.n.01	rambut yang tidak dicukur dan tumbuh di atas bibir laki-laki
PWN:mustard.n.02	bubuk atau pasata pedas yang disiapkan dari biji sawi
PWN:nakedness.n.01	keadaan tanpa busana atau pelapis apa pun
PWN:national.n.01	seseorang yang memiliki kebangsaan
PWN:nationality.n.02	status termasuk ke suatu bangsa tertentu karena kelahiran atau naturalisasi
PWN:natural_process.n.01	proses yang terjadi pada atau dihasilkan oleh alam
PWN:nausea.n.02	sangat jijik sehingga membuat merasa sakit
PWN:necessity.n.01	kondisi menjadi diperlukan atau mutlak
PWN:need.n.01	suatu kondisi yang membutuhkan bantuan
PWN:neodymium.n.01	logam kuning trivalen dari kelompok tanah jarang
PWN:neon.n.01	elemen gas tidak berwarna tidak berbau yang memberikan cahaya merah dalam tabung
PWN:neptunium.n.01	unsur logam radioaktif transuranic
PWN:nerve_impulse.n.01	transmisi listrik yang merambat sepanjang serat saraf
PWN:nettle.n.01	sejenis tumbuhan yang daunnya gatal
PWN:neurosis.n.01	gangguan mental/kepribadian yang tak terkait dengan disfungsi neurologis/organik
PWN:nickel.n.01	logam keras ulet keperakan yang tahan korosi
PWN:niobium.n.01	unsur abu-abu metalik liat-lunak yang digunakan dalam paduan logam
PWN:nit.n.02	telur serangga parasit pada mamalia khususnya kutu pengghisap
PWN:nitrogen.n.01	unsur non-logam umum yang biasanya tak berwarna
PWN:nobility.n.03	keadaan terlahir sebagai bangsawan/ningrat
PWN:nonaccomplishment.n.01	tindakan yang tidak mencapai tujuan
PWN:nonchalance.n.01	sifat tenang dan tampak tidak peduli
PWN:nonexistence.n.01	keadaan tidak berada atau menjadi
PWN:nostalgia.n.01	kerinduan untuk sesuatu masa lalu
PWN:nuclear_reaction.n.01	proses yang mengubah energi atau struktur atau komposisi inti atom
PWN:oblong.n.01	bidang yang menyimpang dari persegi atau lingkaran karena perpanjangan
PWN:omen.n.01	pertanda sesuatu akan terjadi
PWN:opening.n.06	peluang khususnya untuk pekerjaan atau promosi
PWN:opportunity.n.01	suatu kemungkinan karena kombinasi keadaan yang menguntungkan
PWN:oppose.v.06	menghadapkan dua orang yang hendak berlawan
PWN:orderliness.n.02	suatu kondisi reguler atau pengaturan yang tepat
PWN:organic_process.n.01	proses yang terjadi pada makhluk hidup
PWN:organism.n.01	makhluk hidup yang dapat mengembangkan kemampuan bertindak independen
PWN:orifice.n.01	suatu bukaan atau lubang yang membuka ke dalam rongga tubuh
PWN:osmium.n.01	biru abu-abu atau biru hitam
PWN:oxygen.n.01	bivalen elemen non-logam yang biasanya gas yang tidak berbau tidak berwarna
PWN:pack_animal.n.01	binatang (seperti keledai atau keledai atau kuda) digunakan untuk membawa beban
PWN:pack_of_cards.n.01	satu pak kartu berisi 52
PWN:pain.n.01	gejala pada beberapa gangguan atau sakit fisik
PWN:palladium.n.01	unsur logam perak putih dari kelompok platinum yang menyerupai platinum
PWN:pamper.v.01	memperlakukan seperti anak kecil
PWN:panic.n.01	ketakutan dan kecemasan yang luar biasa
PWN:parch.v.01	menjadi seorang yang cekal hati
PWN:party.n.04	majlis jamuan makan malam
PWN:pass.n.08	kondisi umum yang buruk atau sulit
PWN:passage.n.01	kutipan dari sebuah karya
PWN:passage.n.03	kutipan dari sebuah karya
PWN:passage.n.07	suatu lorong atau kanal atau saluran melalui mana sesuatu lewat
PWN:pasta.n.02	adonan yang kering terbuat dari tepung terigu
PWN:pastry.n.02	cara membuat kuih dan pastri
PWN:pasture.n.01	padang rumput untuk ternakan
PWN:peace.n.01	keadaan yang berlangsung selama tidak ada perang
PWN:peat.n.01	kombinasi nabati dengan arang yang jenuh kadar airnya digunakan sgb bahan bakar
PWN:perfection.n.01	keadaan tanpa cacat atau kekurangan
PWN:periodic_event.n.01	sebuah peristiwa yang berulang pada interval tertentu
PWN:person.n.01	seseorang yang dipandang tinggi
PWN:pet.n.01	binatang peliharaan disimpan untuk persahabatan atau hiburan
PWN:phenomenon.n.01	proses yang dikenal melalui indera bukan oleh intuisi/ penalaran
PWN:phobia.n.01	tanda ketakutan ekstrim dan irasional atas hal-hal sepele
PWN:phosphorus.n.01	unsur non-logam multivalent dari keluarga nitrogen
PWN:physical_condition.n.01	kondisi atau keadaan tubuh atau fungsi tubuh
PWN:picture.n.04	situasi yang diperlakukan sebagai obyek yang dapat diamati
PWN:pike.n.02	ikan air tawar yang bentuknya ramping dan panjang
PWN:place.n.10	situasi sosial yang diinginkan atau tepat
PWN:plant_disease.n.01	suatu penyakit yang memengaruhi tanaman
PWN:platinum.n.01	unsur logam mulia yang berat
PWN:play.n.05	keadaan di mana tindakan memungkinkan
PWN:play.n.17	tindakan menggunakan pedang (atau senjata lainnya) dengan semangat dan terampil
PWN:pleasure.n.01	perasaan mendasar yang sulit untuk diind:definisikan
PWN:polonium.n.01	logam radioaktif yang mirip dengan telurium dan bismut
PWN:possibility.n.02	kemampuan untuk mewujud atau terjadi atau menjadi benar
PWN:potassium.n.01	unsur logam ringan lembut putih perak yang merupakan kelompok logam alkali
PWN:potential.n.01	kapasitas melekat yang dapat mewujud
PWN:poverty.n.01	keadaan memiliki sedikit uang dan sedikit/tidak adan kepemilikian materi
PWN:praise.v.01	memuji-muji dengan bangga
PWN:praseodymium.n.01	logam trivalen putih kekuningan lembut dari kelompok tanah jarang
PWN:pregnancy.n.01	masa pembentukan hingga kelahiran saat wanita mengandung janin dalam rahimnya
PWN:price.n.02	jumlah uang yang dibutuhkan untuk membeli sesuatu
PWN:prick.v.02	mengeluarkan kata-kata pedas
PWN:prize.n.01	sesuatu yang diberikan untuk kemenangan dalam kontes atau kompetisi
PWN:problem.n.01	suatu kesulitan yang perlu dipecahkan/diatasi
PWN:process.n.06	sebuah fenomena yang berkelanjutan
PWN:produce.n.01	buah-buahan dan sayuran segar yang tumbuh untuk dijual
PWN:progress.n.02	gerak maju yang perlahan
PWN:promethium.n.01	unsur logam lunak berwarna perak dari grup tanah jarang tidak memiliki isotop
PWN:pronounce.v.01	menyebut kata-kata dengan jelas
PWN:protactinium.n.01	unsur berumur pendek terbentuk dari logam radioaktif uranium
PWN:prototype.n.01	contoh sulung atau dasar
PWN:proverb.n.01	pepatah yang menjadi buah bibir orang
PWN:psychological_state.n.01	kondisi mental di mana kualitasnya relatif konstan meskipun kondisi itu dinamis
PWN:psychology.n.01	ilmu jiwa dan fikiran
PWN:psychosis.n.01	gangguan mental parah di mana kontak dengan dunia nyata hilang/sangat terdistorsi
PWN:pubic_hair.n.01	rambut yang tumbuh pada daerah sekitar pinggang
PWN:rank.n.02	kedudukan (dalam urutan)
PWN:raw_material.n.01	bahan yang cocok untuk manufaktur atau finishing
PWN:real_property.n.01	kekayaan yang terdiri dari rumah-rumah dan tanah
PWN:reap.v.01	memungut saki-baki tuaian
PWN:reasoning.n.01	taakulan berdasarkan akal budi
PWN:reciprocal.a.01	antara satu sama lain
PWN:recompense.n.01	pembayaran atau imbalan (seperti untuk layanan yang diberikan)
PWN:reconcile.v.03	menyiram kobaran api dengan air
PWN:recovery.n.03	tindakan mengembalikan atau menyimpan sesuatu yang hilang
PWN:regular_payment.n.01	pembayaran dilakukan pada waktu yang teratur
PWN:regularize.v.02	mengurus surat-surat keterangan diri
PWN:relationship.n.03	kondisi yang melibatkan hubungan timbal-balik antara orang/partai/negara
PWN:religious_person.n.01	seorang yang religius/orang yang beragama
PWN:repel.v.01	membuat seseorang tidak suka
PWN:representation.n.04	kondisi sebagai delegasi resmi dan atau agen resmi
PWN:reserve.n.07	sifat menjadi tidak komunikatif
PWN:resort_area.n.01	tempat orang-orang pergi berekreasi
PWN:rest.n.06	tiang atau tembok penopang
PWN:return.n.02	yang datang atau pulang ke rumah
PWN:rhenium.n.01	unsur logam berat langka polyvalent yang menyerupai mangan
PWN:rhodium.n.01	logam putih keras dari satu kelompok platinum
PWN:rhythm.n.01	tempo dalam musik dan sajak
PWN:rib.n.02	salah satu dari 12 pasang tulang rusuk yang membentang dari tulang belakang
PWN:risk.v.01	membahayakan diri melakukan sesuatu
PWN:rock.n.02	bahan yang terdiri dari agregat mineral seperti yang membentuk kerak bumi
PWN:roller.n.02	gelombang laut yang berat menuju pantai
PWN:rubidium.n.01	unsur logam lunak keperakan dari kelompok logam alkali
PWN:ruin.n.04	peristiwa yang mengakibatkan kehancuran
PWN:running_away.n.01	tindakan meninggalkan (tanpa izin)
PWN:ruthenium.n.01	logam jarang polyvalent dari kelompok platinum
PWN:rutherfordium.n.01	unsur radioaktif yang telah disintesis
PWN:sacrament.n.01	upacara agama yang suci
PWN:samarium.n.01	logam berwarna abu-abu mengkilap dari kelompok tanah jarang
PWN:sandwich.n.01	roti berlapis yang berisi sesuatu
PWN:sanitary_condition.n.01	keadaan sanitasi (bersih atau kotor)
PWN:sanity.n.01	kekuatan normal dari pikiran
PWN:scabies.n.01	infeksi kulit menular karena gigitan tungau
PWN:scandium.n.01	Unsur logam trivalen putih
PWN:scapula.n.01	salah satu dari dua tulang segitiga datar pada masing-masing bahu manusia
PWN:scar.n.01	tanda yang tertinggal (biasanya pada kulit) oleh penyembuhan jaringan yang rusak
PWN:score.n.03	nomor yang menyatakan pemenuhan tim atau individu dalam permainan atau kontes
PWN:search.n.03	operasi yang menentukan apakah satu atau lebih item memiliki sifat yang dicari
PWN:security.n.01	keadaan aman dari bahaya atau kecelakaan
PWN:seek.v.01	berusaha untuk mendapatkan sesuatu
PWN:selenium.n.01	unsur non-logam beracun yang terkait dengan sulfur dan tellurium
PWN:serve.v.10	menguruskan sesuatu atau seseorang
PWN:setting.n.02	keadaan lingkungan di mana suatu situasi terjadi
PWN:sexual_desire.n.01	keinginan untuk keintiman seksual
PWN:sexual_relationship.n.01	suatu hubungan yang melibatkan keintiman seksual
PWN:shadow.n.01	bayangan dengan batas-batas yang jelas
PWN:shame.n.02	suatu keadaan tidak terhormat
PWN:sharp.s.12	kuat dan tiba-tiba
PWN:shot.n.04	suatu kesempatan untuk melakukan sesuatu
PWN:silicon.n.01	ini merupakan unsur paling melimpah
PWN:sister.n.01	kakak atau adik perempuan
PWN:situation.n.01	kombinasi keadaan pada suatu waktu tertentu
PWN:skin.n.01	suatu penutup tubuh yang protektif dan alami dan tempat beradanya indera peraba
PWN:slam.v.01	menutup sesuatu dengan kuat
PWN:sleep.n.01	kondisi alamai dan periodik dalam istirahat di mana kesadaran sekitar lenyap
PWN:smoke.n.02	uap panas mengandung partikel halus karbon hasil pembakaran
PWN:social_event.n.01	karakteristik acara dari orang mengelompok
PWN:social_group.n.01	orang berbagi beberapa hubungan sosial
PWN:social_relation.n.01	hubungan antara organisme hidup (khususnya diantara manusia)
PWN:social_station.n.01	posisi pada suatu hierarki sosial
PWN:sore.n.01	infeksi pada kulit terbuka
PWN:south.n.03	menuju ke arah selatan
PWN:spatter.v.01	menconteng arang di muka seseorang
PWN:spirit.n.04	roh [semua makhluk yang dapat terlihat atau terdengar oleh manusia]
PWN:spiritual_being.n.01	sesuatu yang diyakini memiliki kekuatan untuk memengaruhi manusia
PWN:standing.n.01	reputasi atau status profesional atau finansial atau sosial
PWN:stay.v.01	tinggal diam di sesuatu kedudukan
PWN:stay.v.04	tinggal diam di sesuatu kedudukan
PWN:strange.a.01	tidak lalu di akal
PWN:stringency.n.01	suatu keadaan yang terjadi karena kelangkaan uang dan jarangnya kredit
PWN:strip.v.11	menyebabkan seseorang kecil hati
PWN:strontium.n.01	logam lunak perak putih atau kekuningan dari kelompok logam alkali
PWN:structure.n.04	bagian anatomi kompleks tertentu dari makhluk hidup
PWN:stunt.n.01	tidak biasa atau berbahaya
PWN:subfigure.n.01	bentuk yang merupakan bagian dari bentuk lain
PWN:subjugation.n.01	penghambaan yang dipaksa dan dikontrol pihak lain
PWN:substance.n.01	masalah fisik yang nyata
PWN:subtract.v.01	memotong dari jumlah yang ada
PWN:succession.n.04	pergantian suatu komunitas oleh lainnya pada suatu ekosistem
PWN:suffice.v.01	mencatat sesuatu keterangan di atas kad
PWN:sugar_beet.n.02	lobak yang dapat menghasilkan gula
PWN:supper.n.01	makanan ringan malam hari
PWN:supply.n.02	penawaran barang dan jasa untuk dijual
PWN:surface.n.01	naik ke permukaan lautan
PWN:surface.n.03	naik ke permukaan lautan
PWN:surface.n.04	naik ke permukaan lautan
PWN:surprise.n.02	peristiwa tiba-tiba yang tak terduga
PWN:swelling.n.01	penonjolan tak normal atau pembesaran yang bersifat lokal
PWN:symptom.n.01	sensasi/perubahan fungsi tubuh yang dirasakan pasien terkait penyakit tertentu
PWN:system.n.06	suatu kelompok organ/bagian yang secara fisiologis atau anatomis berhubungan
PWN:tamale.n.02	adonan tepung jagung diisi daging kemudain dibungkus sekam jagung dan dikukus
PWN:tantalum.n.01	elemen keras abu-abu metalik mengkilap sangat tahan terhadap korosi
PWN:tap.v.07	menepik-nepikkan sebelah kaki ke lantai
PWN:tapered.s.01	berangsur-angsur menjadi sempit
PWN:technetium.n.01	logam kristal yang tidak ditemukan di alam diperolah sebagai produk fisi uranium
PWN:television.n.01	penyiaran gambar visual benda diam atau bergerak
PWN:tellurium.n.01	elemen metalloid rapuh perak putih yang berhubungan dengan selenium dan belerang
PWN:temper.n.02	karakteristik perasaan (kebiasaan atau relatif sementara)
PWN:temperature_unit.n.01	unit ukuran untuk suhu
PWN:terbium.n.01	logam dari kelompok tanah jarang yang digunakan dalam aplikasi laser
PWN:thallium.n.01	unsur logam lunak berwarna abu-abu yang menyerupai timah dan tidak berwarna
PWN:thank.v.01	mengucapkan terima kasih kepada
PWN:thing.n.02	sesuatu hal yang sepele
PWN:thirst.n.01	suatu kebutuhan fisiologis untuk minum
PWN:thulium.n.01	unsur logam lunak keperakan dari kelompok tanah jarang
PWN:tie.n.03	angka seimbang pada suatu kontes
PWN:time.n.01	kesempatan tunggal untuk beberapa acara
PWN:tissue.n.01	bagian dari suatu organisme yang terdiri dari suatu agregat sel yang memiliki kesamaan struktur dan fungsi
PWN:tortilla.n.01	panekuk tipis yang tidak beragi dibuat dari tepung jagung atau tepung gandum
PWN:touch.n.05	tindakan meletakkan dua hal bersama-sama dengan tidak ada spasi di antaranya
PWN:transmission.n.02	komunikasi dengan menggunakan sinyal ditransmisikan
PWN:traveler.n.01	orang yang sedang dalam perjalanan
PWN:tube.n.04	(anatomi) struktur tubuh berbentuk silinder kosong
PWN:tumor.n.01	jaringan massa baru (abnormal) yang tidak berfungsi apa-apa
PWN:tungsten.n.01	logam berat abu-abu putih digunakan pada aplikasi listrik
PWN:uncommunicativeness.n.01	sifat menjadi tidak komunikatif
PWN:unconnectedness.n.01	kurangnya keterkaitan antara suatu hal dengan hal lainnya
PWN:unconsciousness.n.01	dalam keadaan tidak sedar diri
PWN:unfortunate.n.01	orang yang menderita kemalangan
PWN:unhappiness.n.02	kondisi yang dicirikan oleh emosi mulai dari ketidakpuasan ringan sampai duka
PWN:union.n.04	keadaan dihubungkan atau disatukan atau dikaitkan
PWN:unskilled_person.n.01	seseorang yang tidak mempunyai ketrampilan
PWN:unsoundness.n.01	suatu kondisi rusak atau kemunduran
PWN:unsusceptibility.n.01	keadaan tidak mudah terkena/terjangkit
PWN:uranium.n.01	radioaktif untuk bahan bakar nuklir
PWN:utensil.n.01	alat-alat rumah tangga
PWN:uvula.n.01	suatu bandul bulat menonjol yang mengkilap pada bagian belakang yang empuk dari langit-langit mulut
PWN:vanadium.n.01	unsur logam lunak keperakan putih beracun yang digunakan dalam paduan baja
PWN:virus.n.01	(Virologi) agen infeksi ultramicroscopic yang melakukan replikasi sendiri
PWN:vital_organ.n.01	organ tubuh yang esensial bagi kehidupan
PWN:vogue.n.01	sesuatu yang sangat popular
PWN:warm.a.01	menyampaikan atau mempertahankan panas
PWN:watch.v.01	melihat seseorang dengan teliti
PWN:watch.v.02	melihat seseorang dengan teliti
PWN:wealth.n.01	keadaan menjadi kaya dan makmur, memiliki pasokan barang material dan uang yang berlimpah
PWN:wet.a.01	direndam oleh cairan seperti air
PWN:wild.a.02	diliputi tumbuh-tumbuhan liar
PWN:wild.n.01	kondisi primitif liar yang tidak tersentuh peradaban
PWN:wine.n.01	minuman anggur merah/minuman terbuat dari anggur merah
PWN:wool.n.02	kain bulu biri-biri
PWN:work_animal.n.01	binatang terlatih untuk dan digunakan untuk kerja berat
PWN:work.v.01	menggerakkan tulang yang delapan karat
PWN:world.n.08	seseorang yang dipandang tinggi
PWN:xenon.n.01	unsur gas tak berbau
PWN:yam.n.04	akar tanaman umbi-umbian yang dapat dimakan
PWN:young_mammal.n.01	setiap mamalia yang belum dapat bereproduksi
PWN:ytterbium.n.01	Unsur logam lunak keperakan : tanah jarang dari seri lantanida
PWN:yttrium.n.01	logam keperakan dalam mineral jarang digunakan dalam paduan magnesium dan aluminiu
